SALESORDERID,HISTORY_CREATEDBY_EMPLOYEEID,HISTORY_CREATEDAT,HISTORY_CHANGEDBY_EMPLOYEEID,HISTORY_CHANGEDAT,PARTNER_PARTNERID,LIFECYCLESTATUS,BILLINGSTATUS,DELIVERYSTATUS,HEADER_SALESORDERID,PRODUCT_PRODUCTID,NOTEID,CURRENCY,ITEMATPSTATUS,OPITEMPOS,QUANTITYUNIT,DELIVERYDATE,GROSSAMOUNT,NETAMOUNT,TAXAMOUNT,QUANTITY
500000470,33,4/14/2016,7,4/28/2015,100000044,P,P,D,500000470,HT-1083,,CNY,I,,EA,12/4/2015,1237.6,1040,197.6,2
500000471,6,4/15/2016,33,4/29/2015,100000036,P,I,I,500000471,HT-1113,,EUR,I,,EA,12/4/2015,5.47,4.6,0.87,2
500000471,6,4/15/2016,33,4/29/2015,100000036,P,I,I,500000471,HT-1114,,USD,I,,EA,12/4/2015,82.11,69,13.11,1
500000472,33,4/16/2016,7,4/30/2015,100000037,N,I,I,500000472,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000472,33,4/16/2016,7,4/30/2015,100000037,N,I,I,500000472,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000473,14,4/17/2016,4,5/1/2015,100000042,P,P,D,500000473,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000473,14,4/17/2016,4,5/1/2015,100000042,P,P,D,500000473,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000474,2,4/18/2016,11,5/2/2015,100000038,C,P,D,500000474,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000474,2,4/18/2016,11,5/2/2015,100000038,C,P,D,500000474,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
500000475,30,4/19/2016,15,5/3/2015,100000044,X,I,I,500000475,HT-1000,,EUR,I,,EA,12/4/2015,1137.64,956,181.64,1
500000475,30,4/19/2016,15,5/3/2015,100000044,X,I,I,500000475,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000476,29,4/20/2016,17,5/4/2015,100000044,N,I,I,500000476,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000476,29,4/20/2016,17,5/4/2015,100000044,N,I,I,500000476,HT-1031,,GBP,I,,EA,12/4/2015,339.15,285,54.15,1
500000477,21,4/21/2016,8,5/5/2015,100000044,P,P,I,500000477,HT-1040,,EUR,I,,EA,12/4/2015,2963.1,2490,473.1,3
500000477,21,4/21/2016,8,5/5/2015,100000044,P,P,I,500000477,HT-1041,,ARS,I,,EA,12/4/2015,583.1,490,93.1,1
500000478,12,4/22/2016,15,5/6/2015,100000042,P,P,D,500000478,HT-1073,,EUR,I,,EA,12/4/2015,85.68,72,13.68,3
500000478,12,4/22/2016,15,5/6/2015,100000042,P,P,D,500000478,HT-1080,,INR,I,,EA,12/4/2015,182.07,153,29.07,3
500000479,25,4/23/2016,3,5/7/2015,100000041,X,I,I,500000479,HT-1100,,USD,I,,EA,12/4/2015,213.96,179.8,34.16,2
500000479,25,4/23/2016,3,5/7/2015,100000041,X,I,I,500000479,HT-1101,,EUR,I,,EA,12/4/2015,95.08,79.9,15.18,1
500000480,4,4/24/2016,9,5/8/2015,100000037,X,I,I,500000480,HT-1500,,EUR,I,,EA,12/4/2015,5950,5000,950,1
500000480,4,4/24/2016,9,5/8/2015,100000037,X,I,I,500000480,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000481,31,4/25/2016,20,5/9/2015,100000041,N,I,I,500000481,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000481,31,4/25/2016,20,5/9/2015,100000041,N,I,I,500000481,HT-1106,,MXN,I,,EA,12/4/2015,40.46,34,6.46,1
500000482,21,4/26/2016,21,5/10/2015,100000037,X,I,I,500000482,HT-1030,,EUR,I,,EA,12/4/2015,547.4,460,87.4,2
500000482,21,4/26/2016,21,5/10/2015,100000037,X,I,I,500000482,HT-1031,,GBP,I,,EA,12/4/2015,1017.45,855,162.45,3
500000483,26,4/27/2016,22,5/11/2015,100000043,P,P,D,500000483,HT-1060,,EUR,I,,EA,12/4/2015,21.42,18,3.42,2
500000483,26,4/27/2016,22,5/11/2015,100000043,P,P,D,500000483,HT-1061,,EUR,I,,EA,12/4/2015,16.66,14,2.66,2
500000484,12,4/28/2016,21,5/12/2015,100000044,P,P,D,500000484,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000484,12,4/28/2016,21,5/12/2015,100000044,P,P,D,500000484,HT-1501,,JPY,I,,EA,12/4/2015,3570,3000,570,2
500000485,10,4/29/2016,22,5/13/2015,100000036,N,I,I,500000485,HT-1085,,DKK,I,,EA,12/4/2015,3567.62,2998,569.62,2
500000485,10,4/29/2016,22,5/13/2015,100000036,N,I,I,500000485,HT-1090,,EUR,I,,EA,12/4/2015,92.82,78,14.82,2
500000486,24,4/30/2016,29,5/14/2015,100000044,X,I,I,500000486,HT-1104,,JPY,I,,EA,12/4/2015,65.45,55,10.45,1
500000486,24,4/30/2016,29,5/14/2015,100000044,X,I,I,500000486,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000487,13,5/1/2016,9,5/15/2015,100000038,C,P,D,500000487,HT-1000,,EUR,I,,EA,12/4/2015,2275.28,1912,363.28,2
500000487,13,5/1/2016,9,5/15/2015,100000038,C,P,D,500000487,HT-1001,,EUR,I,,EA,12/4/2015,2972.62,2498,474.62,2
500000488,5,5/2/2016,27,5/16/2015,100000037,C,P,D,500000488,HT-1070,,ARS,I,,EA,12/4/2015,84.37,70.9,13.47,1
500000488,5,5/2/2016,27,5/16/2015,100000037,C,P,D,500000488,HT-1071,,ZAR,I,,EA,12/4/2015,291.67,245.1,46.57,3
500000489,27,5/3/2016,29,5/17/2015,100000037,P,P,D,500000489,HT-1040,,EUR,I,,EA,12/4/2015,987.7,830,157.7,1
500000489,27,5/3/2016,29,5/17/2015,100000037,P,P,D,500000489,HT-1041,,ARS,I,,EA,12/4/2015,1166.2,980,186.2,2
500000490,15,5/4/2016,1,5/18/2015,100000042,C,P,D,500000490,HT-1113,,EUR,I,,EA,12/4/2015,8.21,6.9,1.31,3
500000490,15,5/4/2016,1,5/18/2015,100000042,C,P,D,500000490,HT-1114,,USD,I,,EA,12/4/2015,164.22,138,26.22,2
500000491,8,5/5/2016,12,5/19/2015,100000041,C,P,D,500000491,HT-1117,,EUR,I,,EA,12/4/2015,90.44,76,14.44,2
500000491,8,5/5/2016,12,5/19/2015,100000041,C,P,D,500000491,HT-1118,,ARS,I,,EA,12/4/2015,94.01,79,15.01,1
500000492,11,5/6/2016,13,5/20/2015,100000036,P,I,I,500000492,HT-1100,,USD,I,,EA,12/4/2015,106.98,89.9,17.08,1
500000492,11,5/6/2016,13,5/20/2015,100000036,P,I,I,500000492,HT-1107,,ARS,I,,EA,12/4/2015,71.16,59.8,11.36,2
500000493,22,5/7/2016,13,5/21/2015,100000038,C,P,D,500000493,HT-1100,,USD,I,,EA,12/4/2015,320.94,269.7,51.24,3
500000493,22,5/7/2016,13,5/21/2015,100000038,C,P,D,500000493,HT-1101,,EUR,I,,EA,12/4/2015,285.24,239.7,45.54,3
500000494,26,5/8/2016,11,5/22/2015,100000043,P,I,I,500000494,HT-1070,,ARS,I,,EA,12/4/2015,253.11,212.7,40.41,3
500000494,26,5/8/2016,11,5/22/2015,100000043,P,I,I,500000494,HT-1071,,ZAR,I,,EA,12/4/2015,97.22,81.7,15.52,1
500000495,27,5/9/2016,22,5/23/2015,100000044,C,P,D,500000495,HT-1210,,EUR,I,,EA,12/4/2015,5709.62,4798,911.62,2
500000495,27,5/9/2016,22,5/23/2015,100000044,C,P,D,500000495,HT-1500,,EUR,I,,EA,12/4/2015,11900,10000,1900,2
500000496,27,5/10/2016,16,5/24/2015,100000036,N,I,I,500000496,HT-1063,,BRL,I,,EA,12/4/2015,33.32,28,5.32,2
500000496,27,5/10/2016,16,5/24/2015,100000036,N,I,I,500000496,HT-1064,,CAD,I,,EA,12/4/2015,19.04,16,3.04,1
500000497,29,5/11/2016,6,5/25/2015,100000042,X,I,I,500000497,HT-1102,,USD,I,,EA,12/4/2015,246.33,207,39.33,3
500000497,29,5/11/2016,6,5/25/2015,100000042,X,I,I,500000497,HT-1103,,EUR,I,,EA,12/4/2015,274.89,231,43.89,3
500000498,24,5/12/2016,14,5/26/2015,100000037,P,P,D,500000498,HT-1104,,JPY,I,,EA,12/4/2015,196.35,165,31.35,3
500000498,24,5/12/2016,14,5/26/2015,100000037,P,P,D,500000498,HT-1105,,EUR,I,,EA,12/4/2015,103.53,87,16.53,3
500000499,31,5/13/2016,16,5/27/2015,100000038,P,I,D,500000499,HT-1116,,MXN,I,,EA,12/4/2015,128.52,108,20.52,3
500000499,31,5/13/2016,16,5/27/2015,100000038,P,I,D,500000499,HT-1117,,EUR,I,,EA,12/4/2015,135.66,114,21.66,3
